"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000139163",3462.79473683992,-0.470027465636488,0.137715243777914,-3.41303876566109,0.000642428030558842,0.112125953690013
"ENSG00000144802",4861.48065862471,0.857401600859611,0.251927622331118,3.40336479551534,0.00066561346883274,0.115033668907682
"ENSG00000112406",527.23234832276,0.56103369180246,0.165190417908583,3.39628471739165,0.000683072668906358,0.116904902985255
"ENSG00000162572",307.869153148454,0.795078628773721,0.234370549394199,3.39239990190252,0.00069283241294523,0.117435093994217
"ENSG00000139289",253.150268345694,-0.759002260741124,0.224203193873029,-3.38533206253504,0.000710921959870824,0.118641742799316
"ENSG00000256673",33.8680898359401,1.79789325401752,0.5312338831608,3.38437232828636,0.000713411886585403,0.118641742799316
"ENSG00000125912",2736.60114766844,0.480989465817081,0.142713783065076,3.37030842772738,0.000750840929187654,0.12369928878243
"ENSG00000170293",351.670927917545,-0.787364502075876,0.234713302130089,-3.35457979982524,0.000794856234979377,0.123997572656783
"ENSG00000229814",10.384036918443,-3.02929108748592,0.902682673706405,-3.35587596364035,0.000791140425439055,0.123997572656783
"ENSG00000214548",13.8783239072302,3.2258041770134,0.961341029419286,3.35552533211029,0.00079214401304013,0.123997572656783
"ENSG00000248099",150.265962528259,1.22301495197241,0.364440256923247,3.35587226915489,0.000791150993746658,0.123997572656783
"ENSG00000266933",158.228035189929,0.781470932019786,0.232469931545669,3.36160004360076,0.000774922789235507,0.123997572656783
"ENSG00000210117",20.2896464436106,-2.36994427419335,0.704856949282708,-3.3623053253644,0.000772946060504683,0.123997572656783
"ENSG00000227051",479.984861574424,-0.70413874585421,0.210369144975856,-3.34715790157832,0.000816446903916301,0.126248473879268
"ENSG00000267265",95.0025544484345,1.84558641139687,0.55302887514453,3.33723336040011,0.000846168693816926,0.129706623779172
"ENSG00000069188",625.179371375631,0.83419760829005,0.250472298520716,3.33049847514796,0.000866906384191859,0.13173987707357
"ENSG00000262155",522.292241174597,0.687071630283765,0.206816475780969,3.32213199015835,0.000893324252446218,0.134594187368564
"ENSG00000261096",40.799515483273,-1.37389047558686,0.414388567368129,-3.31546423761818,0.000914910466437091,0.136678319511466
"ENSG00000171992",16.0365545530766,3.66235648150927,1.1087478731788,3.30314634201663,0.000956064799501712,0.140683164966471
"ENSG00000210151",94.2295136841952,-1.55400651236149,0.470529930007558,-3.30267303577592,0.000957679815973254,0.140683164966471
"ENSG00000183134",134.437375364994,-1.02719871857969,0.311817716318123,-3.29422821354934,0.000986923350898379,0.143780866360633
"ENSG00000141524",24261.0774349991,0.444632907256713,0.135084247145978,3.29152300620384,0.000996464659048192,0.143980975489357
"ENSG00000169962",112.238136842835,0.931911388583785,0.283485887318526,3.28732903566619,0.00101142581527607,0.144954587574687
"ENSG00000137225",15.3363547988142,5.47484702860228,1.66712551386744,3.28400410350724,0.00102343432216244,0.145492743799027
"ENSG00000287780",315.349215769939,-1.03740214156887,0.317056783726202,-3.27197585674348,0.00106798695710466,0.150611792638727
"ENSG00000235400",35.2141284719119,-1.57203647237783,0.484219620002304,-3.24653609114466,0.00116818635332349,0.159740137577476
"ENSG00000211689",131.196839746537,-1.96534370313662,0.60581194749667,-3.24414814078493,0.00117802461340322,0.159740137577476
"ENSG00000157680",114.168606373736,-1.01376947873205,0.312282930038199,-3.24631730145493,0.00116908458834052,0.159740137577476
"ENSG00000304750",13.7700856860453,-2.93101189098535,0.901075977805364,-3.25279106665793,0.00114277489842562,0.159740137577476
"ENSG00000250166",138.192385626187,-0.819573347014168,0.25256353546421,-3.24501850794809,0.00117442990231541,0.159740137577476
"ENSG00000297769",109.16628232928,-1.5046287518386,0.464308674090795,-3.24057859738449,0.00119287382179294,0.160518929240961
"ENSG00000154358",8045.75081605107,0.705062989667057,0.218340561334277,3.22918923244689,0.00124141721621638,0.162239287426138
"ENSG00000107404",1125.73389239393,0.58317318129562,0.181427530751889,3.21435880695051,0.00130736193607061,0.162239287426138
"ENSG00000224184",181.168869688236,-2.06279752745264,0.640100791118694,-3.22261361971998,0.0012702677539497,0.162239287426138
"ENSG00000183813",3820.74447057314,-1.02169666608282,0.317290726951004,-3.22006468925451,0.00128161672787245,0.162239287426138
"ENSG00000127415",1184.01472013763,0.569377240137667,0.177071729434933,3.21551747393359,0.00130209567299643,0.162239287426138
"ENSG00000274588",21.6783892717654,-4.99451580948957,1.55089215517707,-3.22041464509138,0.00128005304492226,0.162239287426138
"ENSG00000165661",1693.51340933949,0.411985918543905,0.127703218040334,3.22612009991622,0.00125480690957874,0.162239287426138
"ENSG00000185670",362.325613395948,-0.835086715074616,0.259824719904044,-3.21403873881986,0.00130882014029125,0.162239287426138
"ENSG00000135144",900.593958522109,0.622192916933506,0.193315635731802,3.21853384791238,0.00128847762652041,0.162239287426138
"ENSG00000196700",1952.5990619828,0.468820858467969,0.145121703368761,3.23053580260613,0.00123558428628827,0.162239287426138
"ENSG00000130522",2527.36317029178,0.738170753299625,0.228563923908763,3.22960308291822,0.00123962184165182,0.162239287426138
"ENSG00000228887",249.941687918717,-0.685871769427147,0.213637711651098,-3.21044334413802,0.001325303913624,0.162239287426138
"ENSG00000130844",789.881650194589,0.978472634779264,0.304674823892222,3.21153097679445,0.00132029735602789,0.162239287426138
"ENSG00000236312",161.613941236236,0.790228567070029,0.246409587499788,3.20697167301053,0.00134140203737098,0.163077483550176
"ENSG00000225159",247.333897763198,-0.67551052618957,0.210824198739737,-3.20414131882217,0.0013546596596965,0.163145485710227
"ENSG00000213261",131.045685675986,-0.991022520998895,0.309413294030869,-3.20290866655531,0.00136047120486744,0.163145485710227
"ENSG00000286587",58.0670322155058,-1.36898569975522,0.428056248133745,-3.19814441612234,0.00138314994245208,0.164744372875306
"ENSG00000227337",20.057597011666,2.40029792193316,0.752609061147591,3.1893024491004,0.00142616578926952,0.168526264007568
"ENSG00000152207",463.797736332189,-0.921716071088368,0.28929650545465,-3.1860601621849,0.00144224602309308,0.168526264007568
"ENSG00000183570",181.749472963852,0.76902018605247,0.241390562538962,3.18579226115496,0.00144358213439657,0.168526264007568
"ENSG00000130590",125.044901498167,1.22606026563051,0.385143672147299,3.18338416101928,0.00145564344922444,0.168816333703476
"ENSG00000164880",4924.14616971887,0.415043850896694,0.130666697144131,3.17635526088858,0.00149138190256628,0.170892917736471
"ENSG00000254266",256.184868338446,-1.1757257927814,0.370184589883671,-3.17605277181004,0.00149293790171412,0.170892917736471
"ENSG00000157404",70.5632519722828,1.35259724733471,0.426158693926313,3.17392855434409,0.00150390704594744,0.171037892941687
"ENSG00000187726",1294.17123676828,1.03694060153479,0.327131827311414,3.16979429992199,0.00152546888250091,0.172377983722603
"ENSG00000101194",159.945788338187,1.12439373170278,0.355058465262064,3.16678474592311,0.00154134363543338,0.173062456085475
"ENSG00000107736",1733.93438535106,0.804276242389453,0.254976124718796,3.1543198143609,0.00160872685296125,0.179485044075956
"ENSG00000227400",16.6328267751706,3.31119056574071,1.05190763241027,3.14779593161965,0.00164506494696904,0.180119285001057
"ENSG00000113441",11744.7070253978,-0.51085082083193,0.162216699308548,-3.14918761760929,0.00163725045173418,0.180119285001057
"ENSG00000173198",1021.24608268971,-0.87675318973652,0.278516852394421,-3.14793586886767,0.00164427763217222,0.180119285001057
"ENSG00000117322",254.621820974515,1.34324022516031,0.427144499055223,3.14469746919683,0.00166258663328778,0.180914056614797
"ENSG00000172667",2280.62985575055,-0.497139596439241,0.158495987946408,-3.13660681813181,0.00170915164154016,0.183712958152866
"ENSG00000087074",1627.9682564245,0.74021078532816,0.23594652487074,3.13719723455844,0.0017057134015486,0.183712958152866
"ENSG00000154102",205.863578875286,0.818970111827018,0.261311542721063,3.13407553029997,0.00172396474772807,0.184182124684548
"ENSG00000196639",39.4549941292126,-2.40632277650921,0.769300625279455,-3.12793555267824,0.00176038776805982,0.184714973662849
"ENSG00000163739",9.55480538026885,3.71289000110316,1.18666813510551,3.12883601679676,0.00175500221261056,0.184714973662849
"ENSG00000104960",1192.33166454707,0.501294840750116,0.160184601937997,3.12948207683629,0.00175114755159273,0.184714973662849
"ENSG00000168772",28.4844007993743,-4.18433442992546,1.34069213711559,-3.12102556141471,0.00180222389958662,0.187985815987651
"ENSG00000178623",573.948888712626,0.711100231793159,0.22800080984784,3.11884958771736,0.00181558619086322,0.188265608073747
"ENSG00000155962",106.447531474727,-1.13420857229613,0.363986572478676,-3.11607256435972,0.00183277166614905,0.188936251057752
"ENSG00000124942",169522.674379916,-0.523963743997036,0.168552573569002,-3.10860720131655,0.00187971439799014,0.190653021917696
"ENSG00000245648",166.953010941946,-3.07298369460962,0.988511575676019,-3.10869773326436,0.00187913857134568,0.190653021917696
"ENSG00000196421",160.822946303883,1.60599222867911,0.516683908152487,3.10826833067374,0.00188187121702287,0.190653021917696
"ENSG00000249849",84.5696594051378,1.52139190935508,0.490202930137563,3.10359611462979,0.00191184124431741,0.19258249974187
"ENSG00000185324",2817.04380471151,0.567776577662222,0.183174998112102,3.09964014474698,0.00193755890229181,0.194064138236364
"ENSG00000294495",21.2332879275227,2.43190464735732,0.785386812521469,3.09644191700868,0.00195858228542492,0.195061517104353
"ENSG00000158106",1309.0790958105,0.572573149933921,0.185122925826089,3.09293485600922,0.00198187634983446,0.195574500230312
"ENSG00000273253",92.2895855003815,1.00290516301774,0.324320267763689,3.09232959732411,0.00198592214325084,0.195574500230312
"ENSG00000231367",189.240522420025,-0.724675094129056,0.234683702463151,-3.08787992742206,0.00201589904585023,0.19561020192806
"ENSG00000185736",23.2035806595843,2.57720063376821,0.833998466844766,3.09017430633707,0.00200039061631353,0.19561020192806
"ENSG00000162004",171.211762815895,0.756435563787381,0.245012183977293,3.08733856214059,0.00201957435618941,0.19561020192806
"ENSG00000304294",157.121869939603,-0.836370890492503,0.2721259568105,-3.07346972811905,0.00211585153158186,0.197864707630383
"ENSG00000231991",489.843820984517,-0.903406322122133,0.29389448570768,-3.07391382300619,0.00211270451023734,0.197864707630383
"ENSG00000251138",37.7363052346468,-1.67447068034255,0.543792032904073,-3.07924827695653,0.00207523659353545,0.197864707630383
"ENSG00000306273",16.5820769726977,-4.27203479055178,1.38932924763609,-3.07489012976626,0.00210580112388298,0.197864707630383
"ENSG00000102878",221.755134643665,0.644999658905242,0.209754823336737,3.07501705393334,0.00210490517448624,0.197864707630383
"ENSG00000132475",11832.8412916931,0.515386825118208,0.167731741817142,3.07268510739054,0.00212142215464842,0.197864707630383
"ENSG00000210174",26.4411577608096,-1.60706672115097,0.521712491249018,-3.0803684943474,0.0020674463097451,0.197864707630383
"ENSG00000205578",32.7327799845314,1.58041030204155,0.515171652753257,3.0677353724633,0.00215687526876445,0.200112617040945
"ENSG00000070961",4536.10722181789,-0.405067085796941,0.132240589547206,-3.06310707766729,0.00219051662945842,0.202169775623524
"ENSG00000223523",11.4888096406391,-2.76486997105267,0.90388044733825,-3.05888901479688,0.00222159436297863,0.203970132450975
"ENSG00000080573",234.300354537115,4.14652825986107,1.35670899967246,3.05631366848906,0.00224076706053781,0.204664464990469
"ENSG00000232396",16.4382509335701,1.96385371572359,0.644596013354498,3.0466426646104,0.0023141263346771,0.210275355812825
"ENSG00000144655",511.18658721339,0.66225977652183,0.21816338863136,3.03561372362473,0.00240046678456519,0.214025161895759
"ENSG00000178538",43.7520274874708,-2.61346000991446,0.860401180027095,-3.03749003439553,0.00238557292574604,0.214025161895759
"ENSG00000256417",14.7694444145555,5.41622176853965,1.78290142624998,3.03786944628326,0.00238257151632832,0.214025161895759
"ENSG00000304421",236.460726864656,-0.653093298497878,0.215319997043331,-3.03312886617981,0.00242032219928675,0.214025161895759
"ENSG00000197119",382.308388899316,-1.60264022934123,0.528126860548518,-3.03457435904076,0.00240875368432384,0.214025161895759
"ENSG00000198763",38990.9834965165,-0.40433040283042,0.133348063189724,-3.03214304849071,0.00242824100176717,0.214025161895759
"ENSG00000085563",767.540204682547,0.590356399248962,0.195042287166702,3.02681232785374,0.0024714735010378,0.216237196857362
"ENSG00000039650",1670.83628670679,0.461976011993977,0.152667323571844,3.02603072606152,0.00247787121427202,0.216237196857362
"ENSG00000157734",39.5567668354623,2.84413300059163,0.940836058793099,3.02298468900105,0.00250294906614415,0.217349685408813
"ENSG00000122012",200.786883819177,-0.77549743668274,0.256832715705007,-3.01946515868898,0.00253221416520595,0.218813094628679
"ENSG00000103202",518.47889876538,0.608195103737227,0.201868110137612,3.01283399008702,0.00258820458956823,0.222560343926384
"ENSG00000225099",21.8825462153511,-1.80126479182602,0.598164019675669,-3.01132253458288,0.00260112398962605,0.222585503345281
"ENSG00000211776",300.002371622528,0.797318415003329,0.265239939560797,3.0060269819228,0.00264685509832914,0.224320969583394
"ENSG00000170345",3621.12599382022,3.61557563442562,1.20250922199821,3.00669264591385,0.00264106647697186,0.224320969583394
"ENSG00000172638",182.288420430191,0.721999930561617,0.240321719471616,3.00430577872464,0.00266187650073257,0.224514636147913
"ENSG00000256249",13.1705698868052,3.13813578619005,1.04658209055966,2.99846119525314,0.00271346708789593,0.227776180121092
"ENSG00000103089",18.8826298106858,1.88234708688739,0.628329539406505,2.9957959459703,0.00273729539022046,0.228687408240788
"ENSG00000066294",101.519597901774,-0.844267438210974,0.282244210570567,-2.99126574289781,0.00277823606419712,0.22992838187637
"ENSG00000141367",2936.14648122988,-0.502866149472986,0.168101916371629,-2.99143614973004,0.00277668598329602,0.22992838187637
"ENSG00000185565",124.193599650118,-0.834492173279031,0.28002749842604,-2.9800365248752,0.00288214015741109,0.236308682301594
"ENSG00000029364",1857.0116186308,-0.426122488917348,0.142942824284861,-2.98106946640537,0.00287243626792114,0.236308682301594
"ENSG00000185900",1695.5161239889,-0.542831295236149,0.182443338859072,-2.97534181642805,0.00292662243103334,0.238844908399332
"ENSG00000164113",17.0854178841453,-2.47855782979533,0.833565534184977,-2.97344087315073,0.00294481136520413,0.239221819105154
"ENSG00000196950",4088.96089203692,-0.39362805270461,0.132674837609848,-2.96686289424478,0.00300855086511212,0.241066975682711
"ENSG00000118496",275.169287772622,-0.702459355119948,0.236554167122806,-2.96954969622356,0.00298236568513702,0.241066975682711
"ENSG00000250878",123.520710837736,-0.731537162996983,0.246486447450619,-2.96785957428162,0.00299881299503693,0.241066975682711
"ENSG00000080822",7342.96060097649,0.390624757852632,0.131868815906639,2.96222238113664,0.00305427102486662,0.243623029983479
"ENSG00000258815",39.2927483664131,-3.18018861567538,1.0763330253117,-2.95465115432505,0.0031302277297072,0.248557001888642
"ENSG00000236975",39.4965030889413,-1.34190500210591,0.455670118849883,-2.94490454079564,0.00323054317039095,0.254317648912354
"ENSG00000113658",932.97544151485,-0.67317825080121,0.228598926810522,-2.94480057362292,0.00323162884935144,0.254317648912354
"ENSG00000101104",1273.02243662996,0.559518885864482,0.190148400065079,2.94253796336432,0.00325533869307125,0.255044935473156
"ENSG00000198055",2522.37510747775,0.401015626673502,0.136529027435301,2.9372188039905,0.00331170354432332,0.257174934270183
"ENSG00000011105",156.302416264094,0.869565800697374,0.295944031924242,2.93827787316209,0.00330041066910903,0.257174934270183
"ENSG00000155530",73.8673447905569,-0.983230483461414,0.334925218185744,-2.93567169646847,0.00332826364793221,0.257327331516443
"ENSG00000290376",1065.42873734217,-0.884738591355101,0.302237313477184,-2.92729769589449,0.00341921425571343,0.26320484235684
"ENSG00000204262",57.0222146692003,1.11425512916966,0.381074670667593,2.92398108543302,0.00345585745251597,0.263865523647089
"ENSG00000108773",1573.99472054818,0.565467869958878,0.19340089292856,2.92381209515799,0.0034577340573223,0.263865523647089
